"","KO","gene_count","sum_cov","min_cov","max_cov","pathway","site_m","depth_m"
"542","K03553",197,5403.5103281597,2.21308016877637,736.326589595376,"single copy","4500","1000"
"543","K03076",182,4991.42077910422,2.23756906077348,756.739353891336,"single copy","4500","1000"
"544","K02982",248,7920.7291088439,1.82003129890454,686.58868501529,"single copy","4500","1000"
"545","K01889",203,5979.70158495039,2.40729783037475,410.541052631579,"single copy","4500","1000"
"546","K01602",6,276.167887221526,19.7254901960784,116.872881355932,"CBB","4500","1000"
"547","K01601",5,646.483018815232,17.0331920903955,527.130801687764,"CBB","4500","1000"
"548","K00855",15,1165.13229453257,5.32040229885058,646.074547390841,"CBB","4500","1000"
"549","K00198",0,0,0,0,"WL","4500","1000"
"550","K00197",0,0,0,0,"WL","4500","1000"
"551","K00194",0,0,0,0,"WL","4500","1000"
"552","K18861",0,0,0,0,"3HP/4HB or DC/4HB","4500","150"
"553","K15234",6,158.752307616907,4.81510416666667,115.933070866142,"rTCA","4500","150"
"554","K15233",0,0,0,0,"rTCA","4500","150"
"555","K15232",0,0,0,0,"rTCA","4500","150"
"556","K15231",1,3.78765432098766,3.78765432098766,3.78765432098766,"rTCA","4500","150"
"557","K15230",0,0,0,0,"rTCA","4500","150"
"558","K15052",0,0,0,0,"3HP Bicycle","4500","150"
"559","K15039",0,0,0,0,"3HP/4HB","4500","150"
"560","K15023",0,0,0,0,"WL","4500","150"
"561","K15017",0,0,0,0,"3HP/4HB or DC/4HB","4500","150"
"562","K15016",32,1319.66114902387,4.37145801133436,238.719883889695,"3HP/4HB or DC/4HB","4500","150"
"563","K14470",33,888.418102466268,4.75764525993884,124.132489451477,"3HP Bicycle","4500","150"
"564","K14469",0,0,0,0,"3HP Bicycle","4500","150"
"565","K14468",0,0,0,0,"3HP Bicycle","4500","150"
"566","K14467",0,0,0,0,"DC/4HB","4500","150"
"567","K14466",0,0,0,0,"3HP/4HB","4500","150"
"568","K14138",0,0,0,0,"WL","4500","150"
"569","K09709",34,438.146604983573,3.08196721311475,63.872619047619,"3HP Bicycle","4500","150"
"570","K08691",41,1396.01372784545,3.2815734989648,275.18835978836,"3HP Bicycle","4500","150"
"571","K03553",282,6207.01705851958,1.92401960784314,301.93063583815,"single copy","4500","150"
"572","K03076",276,5544.7297913875,2.61657559198543,379.477973568282,"single copy","4500","150"
"573","K02982",429,9154.18702666092,1.7710027100271,369.857142857143,"single copy","4500","150"
"574","K01889",357,7524.28070035795,2.23843416370107,353.860496311201,"single copy","4500","150"
"575","K01602",21,764.417522650159,3.13611111111111,229.870056497175,"CBB","4500","150"
"576","K01601",20,585.299339011844,2.12534818941504,224.907366885485,"CBB","4500","150"
"577","K00855",21,692.439351439023,3.50704225352113,225.924387646432,"CBB","4500","150"
"578","K00198",0,0,0,0,"WL","4500","150"
"579","K00197",0,0,0,0,"WL","4500","150"
"580","K00194",0,0,0,0,"WL","4500","150"
"581","K18861",0,0,0,0,"3HP/4HB or DC/4HB","4500","2000"
"582","K15234",2,15.3132321655208,7.32744405182568,7.98578811369509,"rTCA","4500","2000"
"583","K15233",0,0,0,0,"rTCA","4500","2000"
"584","K15232",0,0,0,0,"rTCA","4500","2000"
"585","K15231",0,0,0,0,"rTCA","4500","2000"
"586","K15230",0,0,0,0,"rTCA","4500","2000"
"587","K15052",0,0,0,0,"3HP Bicycle","4500","2000"
"588","K15039",0,0,0,0,"3HP/4HB","4500","2000"
"589","K15023",0,0,0,0,"WL","4500","2000"
"590","K15017",0,0,0,0,"3HP/4HB or DC/4HB","4500","2000"
"591","K15016",8,1167.97938507014,9.12513484358145,888.364296081277,"3HP/4HB or DC/4HB","4500","2000"
"592","K14470",15,1118.44736575593,3.78465346534654,780.045267489712,"3HP Bicycle","4500","2000"
"593","K14469",0,0,0,0,"3HP Bicycle","4500","2000"
"594","K14468",0,0,0,0,"3HP Bicycle","4500","2000"
"595","K14467",0,0,0,0,"DC/4HB","4500","2000"
"596","K14466",0,0,0,0,"3HP/4HB","4500","2000"
"597","K14138",0,0,0,0,"WL","4500","2000"
"598","K09709",24,289.73778459884,2.74705882352941,46.7789232531501,"3HP Bicycle","4500","2000"
"599","K08691",41,1473.15444988729,3.48548199767712,467.646525679758,"3HP Bicycle","4500","2000"
"600","K03553",299,8271.32984723917,2.25429553264605,657.075144508671,"single copy","4500","2000"
"601","K03076",270,8045.77044697396,2.15715467328371,902.772761474793,"single copy","4500","2000"
"602","K02982",322,12706.622797204,1.99249249249249,952.928669410151,"single copy","4500","2000"
"603","K01889",284,11351.1219167556,1.99776286353468,1128.09155555556,"single copy","4500","2000"
"604","K01602",8,772.058084091235,3.78055555555556,568.943502824859,"CBB","4500","2000"
"605","K01601",8,642.04766229767,3.32057057057057,292.943971631206,"CBB","4500","2000"
"606","K00855",14,1289.12613857086,3.01407211961302,560.455710955711,"CBB","4500","2000"
"607","K00198",0,0,0,0,"WL","4500","2000"
"608","K00197",0,0,0,0,"WL","4500","2000"
"609","K00194",0,0,0,0,"WL","4500","2000"
"610","K18861",0,0,0,0,"3HP/4HB or DC/4HB","4500","3000"
"611","K15234",4,25.763105372061,3.12890625,8.53805774278215,"rTCA","4500","3000"
"612","K15233",0,0,0,0,"rTCA","4500","3000"
"613","K15232",0,0,0,0,"rTCA","4500","3000"
"614","K15231",0,0,0,0,"rTCA","4500","3000"
"615","K15230",0,0,0,0,"rTCA","4500","3000"
"616","K15052",0,0,0,0,"3HP Bicycle","4500","3000"
"617","K15039",0,0,0,0,"3HP/4HB","4500","3000"
"618","K15023",0,0,0,0,"WL","4500","3000"
"619","K15017",0,0,0,0,"3HP/4HB or DC/4HB","4500","3000"
"620","K15016",10,551.906682865729,4.26318407960199,264.851132686084,"3HP/4HB or DC/4HB","4500","3000"
"621","K14470",14,753.165846173116,4.21155555555556,427.21108394458,"3HP Bicycle","4500","3000"
"622","K14469",0,0,0,0,"3HP Bicycle","4500","3000"
"623","K14468",0,0,0,0,"3HP Bicycle","4500","3000"
"624","K14467",0,0,0,0,"DC/4HB","4500","3000"
"625","K14466",0,0,0,0,"3HP/4HB","4500","3000"
"626","K14138",0,0,0,0,"WL","4500","3000"
"627","K09709",25,438.315649068638,3.73144876325088,86.7154471544715,"3HP Bicycle","4500","3000"
"628","K08691",37,1212.19459730601,2.96913580246914,211.90251572327,"3HP Bicycle","4500","3000"
"629","K03553",268,8139.12822285314,1.61656441717791,668.181481481481,"single copy","4500","3000"
"630","K03076",243,7565.66953495496,2.46399176954733,647.80662151994,"single copy","4500","3000"
"631","K02982",294,12220.4726979684,1.37020648967552,1193.79508196721,"single copy","4500","3000"
"632","K01889",271,11731.4579538934,2.34065934065934,1047.61140350877,"single copy","4500","3000"
"633","K01602",7,377.201757534294,5.35555555555555,237.559322033898,"CBB","4500","3000"
"634","K01601",6,157.29677610667,3.46921921921922,105.174402250352,"CBB","4500","3000"
"635","K00855",15,901.784849906127,2.98855507868383,309.673360107095,"CBB","4500","3000"
"636","K00198",0,0,0,0,"WL","4500","3000"
"637","K00197",0,0,0,0,"WL","4500","3000"
"638","K00194",0,0,0,0,"WL","4500","3000"
"639","K18861",0,0,0,0,"3HP/4HB or DC/4HB","4500","4000"
"640","K15234",6,50.6230261595576,5.31594202898551,10.6236979166667,"rTCA","4500","4000"
"641","K15233",0,0,0,0,"rTCA","4500","4000"
"642","K15232",0,0,0,0,"rTCA","4500","4000"
"643","K15231",0,0,0,0,"rTCA","4500","4000"
"644","K15230",0,0,0,0,"rTCA","4500","4000"
"645","K15052",0,0,0,0,"3HP Bicycle","4500","4000"
"646","K15039",0,0,0,0,"3HP/4HB","4500","4000"
"647","K15023",0,0,0,0,"WL","4500","4000"
"648","K15017",0,0,0,0,"3HP/4HB or DC/4HB","4500","4000"
"649","K15016",14,1084.9520990735,4.04402515723271,772.592098765432,"3HP/4HB or DC/4HB","4500","4000"
"650","K14470",14,1148.21671972453,4.27465362673187,772.81975308642,"3HP Bicycle","4500","4000"
"651","K14469",0,0,0,0,"3HP Bicycle","4500","4000"
"652","K14468",0,0,0,0,"3HP Bicycle","4500","4000"
"653","K14467",0,0,0,0,"DC/4HB","4500","4000"
"654","K14466",0,0,0,0,"3HP/4HB","4500","4000"
"655","K14138",0,0,0,0,"WL","4500","4000"
"656","K09709",34,696.069106078979,2.93534002229654,72.6306620209059,"3HP Bicycle","4500","4000"
"657","K08691",39,2019.81618012757,3.21521521521522,623.154419595314,"3HP Bicycle","4500","4000"
"658","K03553",262,9067.64713025919,1.94463276836158,808.833333333333,"single copy","4500","4000"
"659","K03076",230,8231.36952407767,1.78896103896104,786.630385487528,"single copy","4500","4000"
"660","K02982",281,12171.3913033799,1.6963696369637,860.404371584699,"single copy","4500","4000"
"661","K01889",264,12215.5923059058,2.02686567164179,1141.58456140351,"single copy","4500","4000"
"662","K01602",9,182.297644456857,3.36190476190476,66.7175141242938,"CBB","4500","4000"
"663","K01601",9,194.941182033292,3.84935241990457,65.0792079207921,"CBB","4500","4000"
"664","K00855",20,874.356166766535,2.72251308900524,240.598141695703,"CBB","4500","4000"
"665","K00198",0,0,0,0,"WL","4500","4000"
"666","K00197",0,0,0,0,"WL","4500","4000"
"667","K00194",0,0,0,0,"WL","4500","4000"
"668","K18861",0,0,0,0,"3HP/4HB or DC/4HB","4500","500"
"669","K15234",1,9.16404199475066,9.16404199475066,9.16404199475066,"rTCA","4500","500"
"670","K15233",0,0,0,0,"rTCA","4500","500"
"671","K15232",0,0,0,0,"rTCA","4500","500"
"672","K15231",0,0,0,0,"rTCA","4500","500"
"673","K15230",0,0,0,0,"rTCA","4500","500"
"674","K15052",0,0,0,0,"3HP Bicycle","4500","500"
"675","K15039",0,0,0,0,"3HP/4HB","4500","500"
"676","K15023",0,0,0,0,"WL","4500","500"
"677","K15017",0,0,0,0,"3HP/4HB or DC/4HB","4500","500"
"678","K15016",16,763.543401323365,5.7155858930603,161.896468311563,"3HP/4HB or DC/4HB","4500","500"
"679","K14470",17,483.280575802052,3.69965277777778,114.383663366337,"3HP Bicycle","4500","500"
"680","K14469",0,0,0,0,"3HP Bicycle","4500","500"
"681","K14468",0,0,0,0,"3HP Bicycle","4500","500"
"682","K14467",0,0,0,0,"DC/4HB","4500","500"
"683","K14466",0,0,0,0,"3HP/4HB","4500","500"
"684","K14138",0,0,0,0,"WL","4500","500"
"685","K09709",14,155.988016456377,4.43462897526502,26.8900836320191,"3HP Bicycle","4500","500"
"686","K08691",40,956.997379915006,4.08994708994709,233.828541001065,"3HP Bicycle","4500","500"
"687","K03553",243,5214.971918168,1.9500998003992,807.895953757225,"single copy","4500","500"
"688","K03076",237,5306.78441073018,2.86041666666667,795.784048156509,"single copy","4500","500"
"689","K02982",339,9039.93066566693,1.80289855072464,697.270642201835,"single copy","4500","500"
"690","K01889",281,8036.69578158232,2.36353467561521,670.193137254902,"single copy","4500","500"
"691","K01602",7,691.363051480424,3.85885885885886,460.441666666667,"CBB","4500","500"
"692","K01601",3,168.681450814896,23.2702127659574,116.239669421488,"CBB","4500","500"
"693","K00855",13,1389.58877957473,9.77740863787376,688.645367412141,"CBB","4500","500"
"694","K00198",0,0,0,0,"WL","4500","500"
"695","K00197",0,0,0,0,"WL","4500","500"
"696","K00194",0,0,0,0,"WL","4500","500"
"697","K18861",0,0,0,0,"3HP/4HB or DC/4HB","4500","50"
"698","K15234",0,0,0,0,"rTCA","4500","50"
"699","K15233",0,0,0,0,"rTCA","4500","50"
"700","K15232",0,0,0,0,"rTCA","4500","50"
"701","K15231",0,0,0,0,"rTCA","4500","50"
"702","K15230",0,0,0,0,"rTCA","4500","50"
"703","K15052",0,0,0,0,"3HP Bicycle","4500","50"
"704","K15039",0,0,0,0,"3HP/4HB","4500","50"
"705","K15023",1,2.73555555555556,2.73555555555556,2.73555555555556,"WL","4500","50"
"706","K15017",0,0,0,0,"3HP/4HB or DC/4HB","4500","50"
"707","K15016",19,425.02875203576,5.32612055641422,126.948641975309,"3HP/4HB or DC/4HB","4500","50"
"708","K14470",15,452.031061266052,3.11305070656692,127.909465020576,"3HP Bicycle","4500","50"
"709","K14469",2,30.8041872359329,12.9655377302436,17.8386495056892,"3HP Bicycle","4500","50"
"710","K14468",0,0,0,0,"3HP Bicycle","4500","50"
"711","K14467",0,0,0,0,"DC/4HB","4500","50"
"712","K14466",0,0,0,0,"3HP/4HB","4500","50"
"713","K14138",0,0,0,0,"WL","4500","50"
"714","K09709",29,418.190866384211,3.62562189054726,59.1828703703704,"3HP Bicycle","4500","50"
"715","K08691",51,935.355771975526,3.33451957295374,144.772961816305,"3HP Bicycle","4500","50"
"716","K03553",254,7741.02505289998,2.45955555555556,1299.26145552561,"single copy","4500","50"
"717","K03076",236,5081.18944350384,1.95750708215297,334.150757575758,"single copy","4500","50"
"718","K02982",341,8055.91358438541,2.22988505747126,689.046448087432,"single copy","4500","50"
"719","K01889",292,5135.253859456,2.74584929757343,319.511551155116,"single copy","4500","50"
"720","K01602",27,6144.29113064533,2.57857142857143,4477.1783625731,"CBB","4500","50"
"721","K01601",21,5691.79582231471,3.08733624454148,3554.63882259348,"CBB","4500","50"
"722","K00855",30,870.060963334632,2.81682641107561,219.548172757475,"CBB","4500","50"
"723","K00198",0,0,0,0,"WL","4500","50"
"724","K00197",0,0,0,0,"WL","4500","50"
"725","K00194",0,0,0,0,"WL","4500","50"
"726","K18861",0,0,0,0,"3HP/4HB or DC/4HB","500","150"
"727","K15234",0,0,0,0,"rTCA","500","150"
"728","K15233",0,0,0,0,"rTCA","500","150"
"729","K15232",0,0,0,0,"rTCA","500","150"
"730","K15231",0,0,0,0,"rTCA","500","150"
"731","K15230",0,0,0,0,"rTCA","500","150"
"732","K15052",0,0,0,0,"3HP Bicycle","500","150"
"733","K15039",0,0,0,0,"3HP/4HB","500","150"
"734","K15023",0,0,0,0,"WL","500","150"
"735","K15017",0,0,0,0,"3HP/4HB or DC/4HB","500","150"
"736","K15016",17,804.234042241135,4.80239209568383,212.079825834543,"3HP/4HB or DC/4HB","500","150"
"737","K14470",19,756.896554534596,7.06209150326797,268.263201320132,"3HP Bicycle","500","150"
"738","K14469",0,0,0,0,"3HP Bicycle","500","150"
"739","K14468",0,0,0,0,"3HP Bicycle","500","150"
"740","K14467",0,0,0,0,"DC/4HB","500","150"
"741","K14466",0,0,0,0,"3HP/4HB","500","150"
"742","K14138",0,0,0,0,"WL","500","150"
"743","K09709",10,109.213036998845,3.5609756097561,35.4333333333333,"3HP Bicycle","500","150"
"744","K08691",37,1254.81478256304,6.51011714589989,235.791267305644,"3HP Bicycle","500","150"
"745","K03553",229,4940.11403439652,2.09872241579559,349.408477842004,"single copy","500","150"
"746","K03076",189,4278.19289218244,3.03812636165577,331.984387197502,"single copy","500","150"
"747","K02982",282,7520.96853173044,2.7426597582038,349.862914862915,"single copy","500","150"
"748","K01889",276,7467.79922102961,2.37649880095923,337.474043715847,"single copy","500","150"
"749","K01602",10,681.709792843691,2.81388888888889,280.161111111111,"CBB","500","150"
"750","K01601",9,712.457756582687,4.97064393939394,270.058368495077,"CBB","500","150"
"751","K00855",14,1082.75154163042,3.25355191256831,297.870074547391,"CBB","500","150"
"752","K00198",0,0,0,0,"WL","500","150"
"753","K00197",0,0,0,0,"WL","500","150"
"754","K00194",0,0,0,0,"WL","500","150"
"755","K18861",0,0,0,0,"3HP/4HB or DC/4HB","500","500"
"756","K15234",0,0,0,0,"rTCA","500","500"
"757","K15233",0,0,0,0,"rTCA","500","500"
"758","K15232",0,0,0,0,"rTCA","500","500"
"759","K15231",0,0,0,0,"rTCA","500","500"
"760","K15230",0,0,0,0,"rTCA","500","500"
"761","K15052",0,0,0,0,"3HP Bicycle","500","500"
"762","K15039",0,0,0,0,"3HP/4HB","500","500"
"763","K15023",0,0,0,0,"WL","500","500"
"764","K15017",0,0,0,0,"3HP/4HB or DC/4HB","500","500"
"765","K15016",8,199.371366940154,4.70480928689884,74.5859030837004,"3HP/4HB or DC/4HB","500","500"
"766","K14470",10,258.919251447787,6.54114713216958,72.4270315091211,"3HP Bicycle","500","500"
"767","K14469",0,0,0,0,"3HP Bicycle","500","500"
"768","K14468",0,0,0,0,"3HP Bicycle","500","500"
"769","K14467",0,0,0,0,"DC/4HB","500","500"
"770","K14466",0,0,0,0,"3HP/4HB","500","500"
"771","K14138",0,0,0,0,"WL","500","500"
"772","K09709",3,30.2336101432685,3.21660649819495,20.9570267131243,"3HP Bicycle","500","500"
"773","K08691",27,1264.44748741499,5.454770755886,258.373665480427,"3HP Bicycle","500","500"
"774","K03553",156,3307.13474070166,3.04357298474946,384.203275529865,"single copy","500","500"
"775","K03076",126,3089.32735609258,2.49830795262267,392.094055680963,"single copy","500","500"
"776","K02982",160,4225.31803880248,2.35407407407407,338.220183486239,"single copy","500","500"
"777","K01889",142,4280.53062825951,3.04697986577181,605.311355311355,"single copy","500","500"
"778","K01602",9,428.456676013879,4.37222222222222,252.406779661017,"CBB","500","500"
"779","K01601",7,440.584415378668,6.81153305203938,292.555555555556,"CBB","500","500"
"780","K00855",14,660.933124631247,4.82707622298066,299.350537634409,"CBB","500","500"
"781","K00198",0,0,0,0,"WL","500","500"
"782","K00197",0,0,0,0,"WL","500","500"
"783","K00194",0,0,0,0,"WL","500","500"
"784","K18861",0,0,0,0,"3HP/4HB or DC/4HB","500","50"
"785","K15234",0,0,0,0,"rTCA","500","50"
"786","K15233",0,0,0,0,"rTCA","500","50"
"787","K15232",0,0,0,0,"rTCA","500","50"
"788","K15231",0,0,0,0,"rTCA","500","50"
"789","K15230",0,0,0,0,"rTCA","500","50"
"790","K15052",0,0,0,0,"3HP Bicycle","500","50"
"791","K15039",0,0,0,0,"3HP/4HB","500","50"
"792","K15023",0,0,0,0,"WL","500","50"
"793","K15017",0,0,0,0,"3HP/4HB or DC/4HB","500","50"
"794","K15016",18,691.957841141752,4.20715036803365,222.570321151717,"3HP/4HB or DC/4HB","500","50"
"795","K14470",18,368.718167842619,4.54430379746836,146.369281045752,"3HP Bicycle","500","50"
"796","K14469",0,0,0,0,"3HP Bicycle","500","50"
"797","K14468",0,0,0,0,"3HP Bicycle","500","50"
"798","K14467",0,0,0,0,"DC/4HB","500","50"
"799","K14466",0,0,0,0,"3HP/4HB","500","50"
"800","K14138",0,0,0,0,"WL","500","50"
"801","K09709",10,102.254158210943,5.44444444444445,27.6726190476191,"3HP Bicycle","500","50"
"802","K08691",42,688.39972955661,5.17222222222222,108.083597883598,"3HP Bicycle","500","50"
"803","K03553",290,4991.72130806299,2.09433962264151,153.391304347826,"single copy","500","50"
"804","K03076",251,5281.03075653656,2.67475292003594,327.498435054773,"single copy","500","50"
"805","K02982",343,8038.14532094839,0.513636363636364,309.635658914729,"single copy","500","50"
"806","K01889",305,6581.5943671387,2.82682291666667,282.099732262383,"single copy","500","50"
"807","K01602",15,972.628332333383,6.08095238095238,363.697619047619,"CBB","500","50"
"808","K01601",14,553.125760516798,10.5336500395883,109.693389592124,"CBB","500","50"
"809","K00855",20,693.21010048805,2.69230769230769,177.975609756098,"CBB","500","50"
"810","K00198",0,0,0,0,"WL","500","50"
"811","K00197",0,0,0,0,"WL","500","50"
"812","K00194",0,0,0,0,"WL","500","50"
